Unnamed: 0,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion,cons_list
181,Nanthini,1,Box was already opened,"I have ordered iphone13, and i have received on 14/01/2024, while receiving i found that box was already opened. And some scratches in the panel,Very worst experience",Reviewed in India on 14 January 2024,/gp/customer-reviews/R1AWEJWRZ04AIF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,182,India,14-01-2024,NEGATIVE,ordered iphone13 received on 14 01 2024 receiving found box already opened some scratches in panel worst experience,order iphone13 receive on 14 01 2024 receive find box already open some scratch in panel bad experience,True,NEGATIVE,0.9994237422943116,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Box was already open upon arrival', ""Scratches present on the product's surface"", 'Overall negative customer service and delivery experience leading to dissatisfaction with purchase']"
184,Naveen Yadav,2,Received damaged product,Recently purchased an iPhone 13 but it has scratches around camera and amazon not replacing it saying contact to theapple,Reviewed in India on 9 May 2022,/gp/customer-reviews/R3GM8X2S6KTDG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,185,India,09-05-2022,NEGATIVE,recently purchased iphone 13 scratches around camera amazon not replacing saying contact theapple,recently purchase iphone 13 scratch around camera amazon not replace say contact theapple,True,NEGATIVE,0.9989799857139589,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Scratches on the camera area', ""Amazon's refusal to replace due to perceived customer fault (contact with apple)""]"
185,Navroop Singh Bajwa,1,Rumor of exchange old phone,It’s the strategy of the Amazon that advertise the exchange the old phone while shopping new one but actually they don’t exchange because they will give only Rs 400/- value instead of 2950/- for minute invisible scratch line on screen,Reviewed in India on 20 February 2024,/gp/customer-reviews/RS32PCZXF637Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,186,India,20-02-2024,NEGATIVE,strategy amazon advertise exchange old phone shopping new one exchange give only rs 400 value instead 2950 for minute invisible scratch line on screen,strategy amazon advertise exchange old phone shopping new one exchange give only rs 400 value instead 2950 for minute invisible scratch line on screen,True,NEGATIVE,0.9993958473205566,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Not an actual exchange as claimed.', 'Customer receives significantly lesser amount than the difference in price (Rs 2,610).', ""The customer only received Rs 400 from Amazon's supposed phone trade"", 'in program for a noticeable scratch on their screen.']"
188,nilesh sonawane,1,Don’t buy,Do not Buy this Product bcoz my I-Phone not took screenshot and other issues..,Reviewed in India on 10 March 2024,/gp/customer-reviews/RWUNV57KNMWB6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,189,India,10-03-2024,NEGATIVE,not buy product bcoz my phone not took screenshot other issues,not buy product bcoz my phone not take screenshot other issue,True,NEGATIVE,0.99950110912323,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7726433873176575, 'surprise': None}",['sadness'],"['1. The product does not work with iPhones that cannot take screenshots.\n2. There are unspecified ""other issues"" mentioned by the customer, suggesting additional problems or drawbacks experienced during use of this product.']"
189,Nimesh Vyas,1,Worst experience… pls dont buy from Amazon,Its just 2 days and the device is overheating…. Amazon service is worst…. they routed me to Apple service centre instead of replacing the phone,Reviewed in India on 7 April 2024,/gp/customer-reviews/R249ZG5NWHKBZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,190,India,07-04-2024,NEGATIVE,2 days device overheating amazon service worst routed apple service centre instead replacing phone,2 day device overheat amazon service bad route apple service centre instead replace phone,True,NEGATIVE,0.9994919300079346,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Device is overheating after two days', ""Poor customer support on Amazon's end, as evidenced by being directed towards an Apple Service Centre rather than a replacement or repair option for their device from Amazon.""]"
192,Nishant Kandhare,2,Iphone is heating,I had buy the iphone 1 month have passed but mobile is still heating no help from iphone care service and I am really frustrated with the experience with the iphone. If any help is there in online flatform then only buy other wise buy it offline.Bad experience.,Reviewed in India on 15 June 2022,/gp/customer-reviews/R3M4OMOD5SQNWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,193,India,15-06-2022,NEGATIVE,buy iphone 1 month passed mobile still heating no help iphone care service really frustrated with experience with iphone any help in online flatform only buy other wise buy offline bad experience,buy iphone 1 month pass mobile still heat no help iphone care service really frustrated with experience with iphone any help in online flatform only buy other wise buy offline bad experience,True,NEGATIVE,0.9994909763336182,"{'anger': 0.9346925020217896, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",['anger'],"['Phone overheats even after one month of purchase', 'No assistance received from iPhone Care Service despite multiple attempts for support', 'Overall negative customer service experience with Apple/iPhone', 'Recommends purchasing elsewhere or buying online to avoid poor in', 'store experiences and potential scams']"
193,Nishanth,1,Damaged piece,Received damaged piece which i was lately realised. Bought the mobile in October 2023. Observed screen flickering issue drastically from January 2024.,Reviewed in India on 26 July 2024,/gp/customer-reviews/R2RQMMV79XLZV2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,194,India,26-07-2024,NEGATIVE,received damaged piece lately realised bought mobile in october 2023 observed screen flickering issue drastically january 2024,receive damaged piece lately realise buy mobile in october 2023 observe screen flickering issue drastically january 2024,True,NEGATIVE,0.999305009841919,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Received a damaged product upon delivery, discovered shortly after purchase.', ""Experienced significant and rapid deterioration of the device's display starting in early 2024.""]"
198,Noob gaming,2,Damage in lens,I got scratches oncamera lensBad experienceI need return my productsI think Android is better than iPhones,Reviewed in India on 30 April 2024,/gp/customer-reviews/R3LMPQMXN7K2C3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,199,India,30-04-2024,NEGATIVE,got scratches oncamera lensbad experiencei need return my productsi think android better than iphones,get scratch oncamera lensbad experiencei need return my productsi think android well than iphone,True,NEGATIVE,0.9994294047355652,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Scratches on camera lens', 'Bad experience (implied dissatisfaction)', 'Need to return the product', 'Believes Android has advantages over iPhone, suggesting potential cons with current device or brand preference.']"
203,Online shopper,2,Poor battery backup,"Horrible battery backup. 60k phone barely gives you 3 - 3.5 hours SOT.If you are moving to ios from android get ready to be disappointed. A lot of things that we take for granted in android takes much more effort here, and they charge extra for it.Positive points areQuick/smooth transitional animationsSound qualityPicture and video qualityI found iphone to be an overhyped product.",Reviewed in India on 30 July 2024,/gp/customer-reviews/R2N4YWVAPHNHCM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,204,India,30-07-2024,NEGATIVE,horrible battery backup 60k phone barely gives 3 3 5 hours sot moving ios android get ready disappointed lot things take for granted in android takes much effort charge extra for positive points arequick smooth transitional animationssound qualitypicture video qualityi found iphone overhyped product,horrible battery backup 60k phone barely give 3 3 5 hour sot move io android get ready disappointed lot thing take for grant in android take much effort charge extra for positive point arequick smooth transitional animationssound qualitypicture video qualityi find iphone overhype product,True,NEGATIVE,0.999509572982788,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Horrible battery backup', 'Limited talk time on SOT (Speech On Test) mode', 'Need significant effort for features taken for granted in Android, with extra charges', 'Overhyped iPhone perception based on personal experience and comparison to Android devices']"
211,Pawan Sharma,2,Camera not working .,I need to replace my product as soon as possible it's camera is not working . It takes lot of time in switching the camera from back to front . Refund my money or replace the product I want a new one as soon as possible ! Not at all taking pictures .,Reviewed in India on 15 October 2023,/gp/customer-reviews/RL9NIZY562E2R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,212,India,15-10-2023,NEGATIVE,need replace my product soon possible camera not working takes lot time in switching camera back front refund my money replace product want new one soon possible not all taking pictures,need replace my product soon possible camera not work take lot time in switch camera back front refund my money replace product want new one soon possible not all take picture,True,NEGATIVE,0.9994538426399232,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7913095951080322, 'surprise': None}",['sadness'],"['Camera does not work.', 'Takes too much time for switching between cameras (back and front).', 'Dissatisfaction with current camera quality, unable to take pictures effectively.']"
217,Placeholder,2,Discount Offer not Applied during Great Indian Festival,"The phone is amazing. However, amazon offered users for an instant discount for SBI debit/credit cardusers at the time of payment. This was not applied for my purchase although i used my SBI debit card. Tried talking with customer service, and sent email to support team. None was resolved, and not even heard from the team even after a month. Such a disappointment.",Reviewed in India on 4 December 2023,/gp/customer-reviews/RBG4YYOIHXGZP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,218,India,04-12-2023,NEGATIVE,phone amazing however amazon offered users for instant discount for sbi debit credit cardusers time payment not applied for my purchase although used my sbi debit card tried talking with customer service sent email support team none resolved not even heard team even after month disappointment,phone amazing however amazon offer user for instant discount for sbi debit credit carduser time payment not apply for my purchase although use my sbi debit card try talk with customer service send email support team none resolve not even hear team even after month disappointment,True,NEGATIVE,0.9994686245918274,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.8695154786109924}",['surprise'],"['Instant discount offer by Amazon during payment time did not apply for this purchase despite using SBI debit card as eligible user.', 'Customer service attempts to resolve were unsuccessful, with no response or acknowledgment received even after one month of communication.', 'Lack of resolution and follow', 'up from the support team led to customer disappointment.']"
218,Placeholder,2,bad speaker,"I’ve noticed that the iPhone 13 hangs often, and the battery drains quickly. It also gets hot during charging. Overall, not worth the high price.",Reviewed in India on 20 December 2023,/gp/customer-reviews/ROP8KNC5HVON5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,219,India,20-12-2023,NEGATIVE,ve noticed iphone 13 hangs battery drains quickly also gets hot charging overall not worth high price,ve notice iphone 13 hang battery drain quickly also get hot charging overall not worth high price,True,NEGATIVE,0.9995033740997314,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Phone frequently hangs', 'Battery drainage is quick', 'Device overheats during charging', 'Not considered a good value for money due to issues and cost']"
219,Placeholder,2,Unable to update and transfer the data from old phone,From 12 hours and multiple try the iPhone is struck to update the latest version… Poor quality support from Amazon.,Reviewed in India on 12 October 2023,/gp/customer-reviews/R1S83WL7ZGPWYU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,220,India,12-10-2023,NEGATIVE,12 hours multiple try iphone struck update latest version poor quality support amazon,12 hour multiple try iphone strike update late version poor quality support amazon,True,NEGATIVE,0.999491810798645,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8346475958824158, 'surprise': None}",['sadness'],"['Slow or poor customer service experience with Apple (Amazon) regarding updates', 'Potential issues encountered during a lengthy attempt at updating an iPhone overnight', 'Possible frustration due to time investment in trying to update the device without immediate success']"
220,Placeholder,2,Battery backup is low,Battery back up is very lowdescription shows 20 plaback hours bt hardly if we use its just for 5 to 6 hours. Disappointed with battery nd temperature of Phone nd phone gets heated up for just usage of half an hour,Reviewed in India on 10 May 2022,/gp/customer-reviews/R1EHH5J3R20MCG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,221,India,10-05-2022,NEGATIVE,battery back lowdescription shows 20 plaback hours bt use for 5 6 hours disappointed with battery nd temperature phone nd phone gets heated for usage half hour,battery back lowdescription show 20 plaback hour bt use for 5 6 hour disappoint with battery nd temperature phone nd phone get heat for usage half hour,True,NEGATIVE,0.9994916915893556,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Low backup battery life (less than expected)', 'Battery does not last as long as advertised or desired, even when used minimally', 'Overheating issue during short periods of use']"
221,Placeholder,2,Screen white,Usingcontinuously2 year and after updated screen is white facing problem and not workingservice centre is delhi and away from my home town .,Reviewed in India on 9 April 2024,/gp/customer-reviews/R3IP0L2KNDA2I9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,222,India,09-04-2024,NEGATIVE,usingcontinuously2 year after updated screen white facing problem not workingservice centre delhi away my home town,usingcontinuously2 year after update screen white facing problem not workingservice centre delhi away my home town,True,NEGATIVE,0.9993112087249756,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['White facing problem with new screen (after two years)', 'Not functioning properly', ""Service center in Delhi, which may be inconveniently located for the customer as it's far from their hometown.""]"
222,Placeholder,1,Bad phone for Battery,Battery no work Battery backup only 2 hours phone is comfortable but is not work isliye phone no lijiye koi v,Reviewed in India on 1 September 2024,/gp/customer-reviews/R21K1JE1F8BJE4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,223,India,01-09-2024,NEGATIVE,battery no work battery backup only 2 hours phone comfortable not work isliye phone no lijiye koi v,battery no work battery backup only 2 hour phone comfortable not work isliye phone no lijiye koi v,True,NEGATIVE,0.999480664730072,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8252414464950562, 'surprise': None}",['sadness'],"['No battery functioning, working on a two', 'hour battery backup instead.', 'Phone\'s primary functionality (working) does not meet the customer\' end of expectation as it doesn\'t perform its intended tasks effectively or reliably (""isliye phone no lijiye koi"").']"
223,Placeholder,1,Worst phone ever purchased,The microphone does not work at all. Went up to the service center to check that and they are saying it is all ok and suggesting to add the screen guard and remove the back coverDid that as well but nothing is working to solve the issue. Amazon on the other hand is saying that they won’t replace the phone or refund the amountNot at all accepted from a company like Amazon that they do not evaluate the seller and allow them to sell through their platform.,Reviewed in India on 5 August 2024,/gp/customer-reviews/R2F90UAFUQ59BI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,224,India,05-08-2024,NEGATIVE,microphone not work all went service center check saying all ok suggesting add screen guard remove back coverdid nothing working solve issue amazon on other hand saying won replace phone refund amountnot all accepted company like amazon not evaluate seller allow sell platform,microphone not work all go service center check say all ok suggesting add screen guard remove back coverdid nothing work solve issue amazon on other hand say won replace phone refund amountnot all accept company like amazon not evaluate seller allow sell platform,True,NEGATIVE,0.9993508458137512,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Microphone does not work', 'Service center cannot resolve issue', ""Suggested additions (screen guard) may be irrelevant as it doesn't fix microphone problem"", 'Removing back cover without fixing root cause of the issue', 'No replacement or refund offered by Amazon despite no evaluation from their end']"
224,Placeholder,1,Small dent was observed and highly sound problem,"When I opened the box 1 very small dent was observed at edge, also after using for one month I am giving this review.This phone has super sound and network issue. I am not getting any support from Amazon or supplier end. Every time the person on other side can't hear my voice",Reviewed in India on 14 May 2024,/gp/customer-reviews/R36072RBIT6PPW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,225,India,14-05-2024,NEGATIVE,opened box 1 small dent observed edge also after using for one month giving review phone super sound network issue not getting any support amazon supplier end every time person on other side hear my voice,open box 1 small dent observed edge also after use for one month give review phone super sound network issue not get any support amazon supplier end every time person on other side hear my voice,True,NEGATIVE,0.9995002746582032,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Small dent upon opening box', 'Phone call quality issues (hard to be heard)', 'Lack of customer service response at both ends (Amazon and supplier)']"
225,Placeholder,1,Don’t buy iphone in sale. Lightning cable duplicates. Not working after 7 months,Purchase in sale but lighting cable is duplicate and who know iPhone is original or not. Please don’t buy in sale or amazon or non authorised centre,Reviewed in India on 15 June 2024,/gp/customer-reviews/R5UHMX85WGFFX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,226,India,15-06-2024,NEGATIVE,purchase in sale lighting cable duplicate know iphone original not please buy in sale amazon non authorised centre,purchase in sale lighting cable duplicate know iphone original not please buy in sale amazon non authorise centre,True,NEGATIVE,0.9993176460266112,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Ambiguity about the authenticity of the iPhone product.', ""Duplicate issue with a different brand's (lighting cable) included instead of an Apple accessory expected for such purchases, indicating potential misrepresentation by sellers in sale situations or on Amazon/non"", 'authorized centers.']"
226,Placeholder,1,Worst 1st I phone Experience,"Recently I have purchased I phone 13, on 14.10.2023 After 22 Days I'm facing charging issue, phone doesn't charge by the original apple adaptor and lighting cable,After visiting, the apple authorised service center ""Apple Authorised Service Provider - NGRT Systems, Ambuja Mall, Raipur"" on 28.11.2023,Technician said it is physically damaged due to it retains moisture from Air Conditioner, and it will cost Rs. 34000/- for repairing and more than 25 days it will take to repair in Banglore,is the Apple product is this much sensitive?And also chipped phones glass protector in the 15 minutes of their inspection.As a customer it was my dream to have an Apple product. the service provider and the product was ruined my 1st iphone experience.",Reviewed in India on 12 December 2023,/gp/customer-reviews/RH809NCT9EY5O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,227,India,12-12-2023,NEGATIVE,recently purchased phone 13 on 14 10 2023 after 22 days m facing charging issue phone doesn charge by original apple adaptor lighting cable after visiting apple authorised service center apple authorised service provider ngrt systems ambuja mall raipur on 28 11 2023 technician said physically damaged due retains moisture air conditioner cost rs 34000 for repairing than 25 days take repair in banglore apple product much sensitive also chipped phones glass protector in 15 minutes inspection customer my dream apple product service provider product ruined my 1st iphone experience,recently purchase phone 13 on 14 10 2023 after 22 day m face charge issue phone doesn charge by original apple adaptor light cable after visit apple authorise service center apple authorise service provider ngrt systems ambuja mall raipur on 28 11 2023 technician say physically damage due retain moisture air conditioner cost rs 34000 for repair than 25 day take repair in banglore apple product much sensitive also chip phone glass protector in 15 minute inspection customer my dream apple product service provider product ruin my 1st iphone experience,True,NEGATIVE,0.9994630217552184,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7809018492698669, 'surprise': None}",['sadness'],"['Charging issue with original adapter and cable, indicating possible hardware damage or defects.', ""Physical damage due to moisture retention from air conditioner as per technician's diagnosis."", 'High repair cost of Rs. 34000/', 'for the Apple product.', 'Repair time exceeding customer expectations, taking more than 25 days in Banglore.']"
228,Poonam,1,Mobile is getting heat,"Hii,I would like to share some thought's,I bought I phone📱 13 from Amazon in festival,Iam facing heating issues while using mobile, during charging and phone callls.I have addressed this issue with customer care alsow.Iam unable to replace the items because Amazon wants letter from apple service center.I think there should be replacement policy for apple phone also, because this is also man made products.I hope I will get proper support from Amazon and apple care.",Reviewed in India on 22 October 2023,/gp/customer-reviews/R1R9EAZTMO8FA0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,229,India,22-10-2023,NEGATIVE,hii would like share some thought bought phone 13 amazon in festival iam facing heating issues using mobile charging phone callls addressed issue with customer care alsow iam unable replace items amazon wants letter apple service center think replacement policy for apple phone also also man made products hope get proper support amazon apple care,hii would like share some thought buy phone 13 amazon in festival iam face heating issue use mobile charge phone calll address issue with customer care alsow iam unable replace item amazon want letter apple service center think replacement policy for apple phone also also man make product hope get proper support amazon apple care,True,NEGATIVE,0.999150276184082,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8053858876228333, 'surprise': None}",['sadness'],"['Heating issues while using mobile during charging and calls', 'Unable to replace items without a letter from Apple service center', ""Desire for a replacement policy similar to other manufacturers' policies (implied dissatisfaction with current process)"", 'Hope for proper support from Amazon in resolving the issue']"
229,Prasad,1,Complaint in 10 days from purchase,Within 10 days sim is not detecting,Reviewed in India on 18 May 2024,/gp/customer-reviews/R2Z3CS5IZIADT8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,230,India,18-05-2024,NEGATIVE,within 10 days sim not detecting,within 10 day sim not detect,True,NEGATIVE,0.9993321299552916,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Sim detection failure within a short timeframe (within 10 days)', 'Potential reliability issues with the SIM card or device integration']"
232,Praveenkumar.ravva,2,not happy with this apple product,"iam not happy with this product why because charger not provided by apple, this is extra burden to customers, without charger adapter how we can charge, by default adapter should give",Reviewed in India on 14 October 2022,/gp/customer-reviews/R2FWWLY2N30LXT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,233,India,14-10-2022,NEGATIVE,iam not happy with product charger not provided by apple extra burden customers without charger adapter how charge by default adapter give,iam not happy with product charger not provide by apple extra burden customer without charger adapter how charge by default adapter give,True,NEGATIVE,0.9994885921478271,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.9449126124382019, 'surprise': None}",['sadness'],"['No charger included in the purchase.', 'Additional expense for purchasing a separate Apple AirPower charging pad or compatible alternative.', ""Convenience issue due to lack of an integrated charger with the product's packaging."", 'Potential frustration from customers who expect all necessary accessories to be provided, particularly when it comes to high', 'value items like iPhones.']"
233,Prem Kumar,1,PLEASE DONT BUY IPHONES FROM AMAZON IAM GOT SCAMMED,"I RECEIVED IPHONE 13 ORDERED FROM AMAZON, IN WHICH FRONT CAMERA, REAR CAMERA, TORCH AND FACE ID NOT WORKING, AND I NEED TO REPLACE THE PRODUCT FOR WHICH I'am SOLD WITH A DEFECTIVE IPHONE 13. NO PROPER RESPONSE FROM CUSTOMER SERVICE TEAM FINALLY PRODUCT WAS NOT REPLACED IAM FORCED TO SERVICE THE PHONE.WASTE OF MONEY.PLEASE DONT BUY I PHONES FROM AMAZON",Reviewed in India on 19 December 2023,/gp/customer-reviews/RMDPSURPKJMLU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,234,India,19-12-2023,NEGATIVE,received iphone 13 ordered amazon in front camera rear camera torch face id not working need replace product for sold with defective iphone 13 no proper response customer service team finally product not replaced iam forced service phone waste money please dont buy phones amazon,receive iphone 13 order amazon in front camera rear camera torch face I d not work need replace product for sell with defective iphone 13 no proper response customer service team finally product not replace iam force service phone waste money please do not buy phone amazon,True,NEGATIVE,0.9995037317276,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.857252836227417, 'surprise': None}",['sadness'],"['Front camera not working', 'Rear camera not working', 'Torch feature not functioning', 'Face ID is unresponsive or faulty', 'No proper response from Amazon customer service team regarding the issue', 'Product was ultimately not replaced despite being defective, leading to a waste of money and time on servicing']"
234,Prem Tandon,2,Return as faulty product,iPhone is not functioning properly no Internet is deducting from sim only wifi is working,Reviewed in India on 1 June 2024,/gp/customer-reviews/RDK3FJTYH5Y7M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,235,India,01-06-2024,NEGATIVE,iphone not functioning properly no internet deducting sim only wifi working,iphone not function properly no internet deduct sim only wifi work,True,NEGATIVE,0.9994826316833496,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8018689155578613, 'surprise': None}",['sadness'],"['iPhone malfunction with both cellular and Wi', 'Fi connectivity issues, while the SIM card remains unaffected in terms of deductions or charges.']"
236,priyank vyas,2,Overnight battery draining issue,"It's been less than a year and I am facing overnight battery draining issue, to give you an example i charged my phone at 78% yesterday at 7.40 PM and today morning at 97.00 AM the battery got drained upto 22%. I have not even touched my phone. I tried many things ,I was using low power mode, stopped background application refreshing, and even turned of wifi,mobile data and location. This was the costliest phone i bought last year and this has serious battery issues.",Reviewed in India on 1 September 2024,/gp/customer-reviews/R1Z3Z1X36R62H2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,237,India,01-09-2024,NEGATIVE,less than year facing overnight battery draining issue give example charged my phone 78 yesterday 7 40 pm today morning 97 00 battery got drained upto 22 not even touched my phone tried many things using low power mode stopped background application refreshing even turned wifi mobile data location costliest phone bought last year serious battery issues,less than year face overnight battery draining issue give example charge my phone 78 yesterday 7 40 pm today morning 97 00 battery get drain upto 22 not even touch my phone try many thing use low power mode stop background application refreshing even turn wifi mobile data location costly phone buy last year serious battery issue,True,NEGATIVE,0.9994922876358032,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7340129017829895, 'surprise': None}",['sadness'],"['Overnight battery draining issue within a short period after full charge', 'Battery drainage to significant levels without any usage', 'Inability to resolve the problem despite trying multiple solutions like low power mode, disabling background app refresh, turning off wifi, mobile data and location']"
243,Rachel,2,Camera quality not good,Not really happy with the camera quality.. doesn’t seem like iPhone pictures .. especially the night pics .. they r really blur,Reviewed in India on 4 June 2024,/gp/customer-reviews/RF29EGZCQZOAZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,244,India,04-06-2024,NEGATIVE,not really happy with camera quality doesn seem like iphone pictures especially night pics r really blur,not really happy with camera quality doesn seem like iphone picture especially night pic r really blur,True,NEGATIVE,0.9995006322860718,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.97221440076828, 'surprise': None}",['sadness'],"['Camera quality unsatisfactory, resembling non', 'iPhone photos', 'Night shots are particularly poor and often blurry.']"
245,Rahul P.,2,iPhone 13 I had purchased,Camera quality is not good,Reviewed in India on 28 April 2024,/gp/customer-reviews/R1BFX5ROQ1DV24/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,246,India,28-04-2024,NEGATIVE,camera quality not good,camera quality not good,True,NEGATIVE,0.99947589635849,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Poor camera quality', 'Inadequate image capture ability']"
246,Rahul shivhare,1,iPhone 13,Heating problems… jab bhi phone open karta hu heat karne lagta he … bekaar he ye phone,Reviewed in India on 6 April 2024,/gp/customer-reviews/R1Q73B2F3DDDLE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,247,India,06-04-2024,NEGATIVE,heating problems jab bhi phone open karta hu heat karne lagta bekaar ye phone,heating problem jab bhi phone open karta hu heat karne lagta bekaar ye phone,True,NEGATIVE,0.9980575442314148,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Heating issues with the device when opened', 'Feels like it generates too much heat during use or while being opened']"
250,Ram swaroop,1,My product is worst,"The phone heats up a lot while charging. It's quite uncomfortable to hold, and I’m worried it might affect the battery life.",Reviewed in India on 21 July 2024,/gp/customer-reviews/R3DI2JWBHH0GG7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,251,India,21-07-2024,NEGATIVE,phone heats lot charging quite uncomfortable hold m worried might affect battery life,phone heat lot charge quite uncomfortable hold m worried might affect battery life,True,NEGATIVE,0.9993008375167848,"{'anger': None, 'disgust': None, 'fear': 0.976173996925354, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",['fear'],"['Phone overheats during charging', 'Uncomfortable to hold due to heat', 'Potential negative impact on battery life from heating']"
