,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion
143,Keshav Maheshwari,4,Android to Apple Transition - Not a very smooth experience,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using Samsung S10 Lite before this and still have that phone with me. Putting out the feature that is being missed by me-1. Forwarding Anything in Whatsapp: Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher: Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed: Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp: If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls: In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing: Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay: Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones (Only S Series) and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility: You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customization is really good and you can customize a lot of things.",Reviewed in India on 4 February 2023,/gp/customer-reviews/R8P30IIT1LMZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,144,India,04-02-2023,POSITIVE,my first iphone always feels good hold masterpiece looks premium not branding everything makes feel premium however despite all looks finish transition android apple not smooth may constantly lack certain features make life easy using samsung s10 lite before still phone with putting out feature missed by 1 forwarding anything in whatsapp forwarding anything in whatsapp iphone takes bit step compared offered in android makes entire process slow for android user2 app switcher apple could easily made app switcher easy with light swipe instead made with long pressed swipe man any features for swipe make easy launch 3 andorid dialer always missed every android basic feature search contact directly phone dialer dialer used for dialing number only not suggest similar contact contacts last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man all done under one button under dialer android user miss badly 4 sending multiple files in whatsapp wants add than 1 file directly whatsapp twice in android one simple start selecting whatspp select many files wants send in single click for sending multiple files go gallery folder select all files first share whatsapp 5 no swipe based shifting chats status calls in android whatsapp switch between calls chats status by swiping press button each 6 contact viewing contact list sorting method still out my mind man make easy for example one contacts first name middle name last name any one thing start with alphabet than shown on top list apple pls adopt any one method least allow us customise 7 many apps in android much refined than version on apple 8 for use samsung pay samsung pay one best app for making upi card payment swipe home screen samsung phones only series app open for payment miss badly 9 lack dual messenger facility use two different whatsapp numbers in same phone supported in all android right issues face right apart phone good sound loud clear feels premium in hand touch good face id works like charm gesture control customization really good customize lot things,my first iphone always feel good hold masterpiece look premium not brand everything make feel premium however despite all look finish transition android apple not smooth may constantly lack certain feature make life easy use samsung s10 lite before still phone with put out feature miss by 1 forward anything in whatsapp forward anything in whatsapp iphone take bit step compare offer in android make entire process slow for android user2 app switcher apple could easily make app switcher easy with light swipe instead make with long press swipe man any feature for swipe make easy launch 3 andorid dialer always miss every android basic feature search contact directly phone dialer dialer use for dialing number only not suggest similar contact contact last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man all do under one button under dialer android user miss badly 4 send multiple file in whatsapp want add than 1 file directly whatsapp twice in android one simple start select whatspp select many file want send in single click for send multiple file go gallery folder select all file first share whatsapp 5 no swipe base shift chat status call in android whatsapp switch between call chat status by swipe press button each 6 contact view contact list sort method still out my mind man make easy for example one contact first name middle name last name any one thing start with alphabet than show on top list apple pls adopt any one method least allow we customise 7 many app in android much refined than version on apple 8 for use samsung pay samsung pay one good app for make upi card payment swipe home screen samsung phone only series app open for payment miss badly 9 lack dual messenger facility use two different whatsapp number in same phone support in all android right issue face right apart phone good sound loud clear feel premium in hand touch good face i d work like charm gesture control customization really good customize lot thing,True,NEGATIVE,0.9917288422584534,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7411847114562988, 'neutral': None, 'sadness': None, 'surprise': None}",joy
144,Ketan,5,Good,I m phtographer. The colours are so bright & and the night mode works best first time,Reviewed in India on 31 August 2024,/gp/customer-reviews/R39FOBB7H3FF5Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,145,India,31-08-2024,POSITIVE,m phtographer colours bright night mode works best first time,m phtographer colours bright night mode work good first time,True,POSITIVE,0.9983495473861694,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8626963496208191, 'neutral': None, 'sadness': None, 'surprise': None}",joy
145,Khandeswar Subudhi,4,Amazing deal,Best phone to buy during sale..,Reviewed in India on 7 May 2024,/gp/customer-reviews/RQDZMZ96IXTNQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,146,India,07-05-2024,POSITIVE,best phone buy sale,good phone buy sale,True,POSITIVE,0.9980593323707581,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
146,kilangmeren longkumer,1,Defective iphone recieved,"The iphone had manufacturing defects.. on minimal use of camera, it gets heated up in the volume buttons area. Plus if zoomed more than 1x the photo and video is shaky beyond bearable and there is a buzzing sound that can be heard near the cameras. Reviewing it after a week of purchase. Since I doubt this seller will not replace it, I sent it to apple service center at Guwahati.",Reviewed in India on 18 September 2023,/gp/customer-reviews/RSD6EI664FF7W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,147,India,18-09-2023,NEGATIVE,iphone manufacturing defects on minimal use camera gets heated in volume buttons area plus zoomed than 1x photo video shaky beyond bearable buzzing sound heard near cameras reviewing after week purchase since doubt seller not replace sent apple service center guwahati,iphone manufacturing defect on minimal use camera get heat in volume button area plus zoom than 1x photo video shaky beyond bearable buzzing sound hear near camera review after week purchase since doubt seller not replace send apple service center guwahati,True,NEGATIVE,0.9994795918464661,"{'anger': None, 'disgust': None, 'fear': 0.950550377368927, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",fear
147,Kindle Customer,5,It was my son’s gift,"Though I am not so big techy, I am happy to use it easily without any hassles.The phone is handy, slim and easy to operate.With little effort, I could use it happily.",Reviewed in India on 9 August 2024,/gp/customer-reviews/RXMF3FQK6LTFL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,148,India,09-08-2024,POSITIVE,though not big techy happy use easily without any hassles phone handy slim easy operate with little effort could use happily,though not big techy happy use easily without any hassle phone handy slim easy operate with little effort could use happily,True,POSITIVE,0.9986439347267151,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7454714179039001, 'neutral': None, 'sadness': None, 'surprise': None}",joy
148,Kisan,2,Battery backup,I requested to all persons if they want good battery backup then don't buy iPhone 13 because his backup is only 7 to 9 hours after charging one time,Reviewed in India on 12 December 2023,/gp/customer-reviews/RUYJPH43R82Y0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,149,India,12-12-2023,NEGATIVE,requested all persons want good battery backup buy iphone 13 backup only 7 9 hours after charging one time,request all person want good battery backup buy iphone 13 backup only 7 9 hour after charge one time,True,POSITIVE,0.9948433637619019,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
149,Kishor Malakar,1,Don't be Fool,I bought i phone 13 and within 6 months the display stopped working.There is not even a scratch on the phone Neither I did any software update. The display became black automatically and not working . Go and buy offline . This is worst .,Reviewed in India on 1 June 2024,/gp/customer-reviews/R5L3IR7K5I2YK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,150,India,01-06-2024,NEGATIVE,bought phone 13 within 6 months display stopped working not even scratch on phone neither any software update display became black automatically not working go buy offline worst,buy phone 13 within 6 month display stop work not even scratch on phone neither any software update display become black automatically not work go buy offline bad,True,NEGATIVE,0.9995008707046509,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
150,KOMESH SUMAN,4,Overall a good beast in price,Pros :- 1) Offcourse a clean apple os2) A beast for gaming3) Battery backup decent4) Display is best in the segment5) The feel when keeping it in hand was awesomeCons :- 1) Camera performance was very much decreased after upgrading to ios 17.4.12) Heat’s much while gaming and not using the a seperate fan for device,Reviewed in India on 24 April 2024,/gp/customer-reviews/R2OR8K7L5R5RO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,151,India,24-04-2024,POSITIVE,pros 1 offcourse clean apple os2 beast for gaming3 battery backup decent4 display best in segment5 feel keeping in hand awesomecons 1 camera performance much decreased after upgrading ios 17 4 12 heat much gaming not using seperate fan for device,pro 1 offcourse clean apple os2 beast for gaming3 battery backup decent4 display well in segment5 feel keep in hand awesomecon 1 camera performance much decrease after upgrade io 17 4 12 heat much gaming not use seperate fan for device,True,POSITIVE,0.9979857206344604,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7823704481124878, 'neutral': None, 'sadness': None, 'surprise': None}",joy
151,Krishna,4,Best iPhone,Best but worst cable was given,Reviewed in India on 10 July 2024,/gp/customer-reviews/R987IJPCBBFQB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,152,India,10-07-2024,POSITIVE,best worst cable given,well bad cable give,True,NEGATIVE,0.9926068782806396,"{'anger': None, 'disgust': 0.8822941184043884, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",disgust
152,Kuldeep Singh,5,Awesome Product,After use of 1 week I’m write the review this is nice iPhone fast battery charging & good battery backup of 1 day’s.Thanks Amazon,Reviewed in India on 11 August 2024,/gp/customer-reviews/R1WJACIMCW6FXQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,153,India,11-08-2024,POSITIVE,after use 1 week m write review nice iphone fast battery charging good battery backup 1 day thanks amazon,after use 1 week m write review nice iphone fast battery charge good battery backup 1 day thank amazon,True,POSITIVE,0.9988471269607544,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
153,KUNAL RAJPUT,5,Love it !,Amazing very smooth to use,Reviewed in India on 10 August 2024,/gp/customer-reviews/R3C0LGACHUFQBB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,154,India,10-08-2024,POSITIVE,amazing smooth use,amazing smooth use,True,POSITIVE,0.9987460374832153,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
154,Lawrence Anthony Pereira,1,Amazon failed in customer service,"Within 6 months of purchase when I first time put the vibration motor it’s not working. Requested Amazon for replacement, they denied.Recommend to buy apple product from apple stores",Reviewed in India on 3 April 2024,/gp/customer-reviews/R3VJLO57WC313M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,155,India,03-04-2024,NEGATIVE,within 6 months purchase first time put vibration motor not working requested amazon for replacement denied recommend buy apple product apple stores,within 6 month purchase first time put vibration motor not work request amazon for replacement deny recommend buy apple product apple store,True,NEGATIVE,0.9994400143623352,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
155,Leekmoo Yonzon,4,Good,Good but battery problem display is good charger is good sound good performance is good but battery issues,Reviewed in India on 6 June 2024,/gp/customer-reviews/R1STLNYZT5UIOA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,156,India,06-06-2024,POSITIVE,good battery problem display good charger good sound good performance good battery issues,good battery problem display good charger good sound good performance good battery issue,True,POSITIVE,0.9987806677818298,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
156,lg,4,Got at 41448 including 129 fr exchange,Awesome camera quality.not very user friendly in compared to android.This was the reason why it really took me 6yrs to shift finally 2 ios when it was finally worth.Best option got under 42k. First the exchange offer didn’t worked when it was 46 k incl all discounts and when they increased the price by rs 2k then only exchange option worked may b they fooled us for a price point under 40k but still I m happy with the price point I hv got. In market it is still 60 k. Hassle free exchange got 4450 for a damaged screen for oppo a5s . So all around I was really very happy plus 2250 SBI credit card discount.,Reviewed in India on 13 October 2023,/gp/customer-reviews/R34OFXO32J5ENV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,157,India,13-10-2023,POSITIVE,awesome camera quality not user friendly in compared android reason really took 6yrs shift finally 2 ios finally worth best option got under 42k first exchange offer didn worked 46 k incl all discounts increased price by rs 2k only exchange option worked may b fooled us for price point under 40k still m happy with price point hv got in market still 60 k hassle free exchange got 4450 for damaged screen for oppo a5s all around really happy plus 2250 sbi credit card discount,awesome camera quality not user friendly in compare android reason really take 6yrs shift finally 2 io finally worth good option get under 42k first exchange offer didn work 46 k incl all discount increase price by rs 2k only exchange option work may b fool we for price point under 40k still m happy with price point hv get in market still 60 k hassle free exchange get 4450 for damage screen for oppo a5s all around really happy plus 2250 sbi credit card discount,True,POSITIVE,0.9986512064933777,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
157,loading,5,Still one of best base flagships out there in 2024,"Things I liked:1. Solid Build Quality and very polished software (compared to Samsung's One UI)2. Camera:-Rear: Rear camera is pretty decent with good color accuracy in all lighting conditions. Videos are steady and smooth.3. Mic / Speakers: Mic is exceptionally well, isolates all background sounds in noisy situations. Speakers are crisp with good bass.4. Performance: This is where the phone shines, you can throw any app available on the App store and it will run it without breaking a sweat.5. Face Id works like charm, it's the best biometric phone lock out there undoubtedly.Things I wish were better:1. Battery life would have been better, I get up to 4.30 - 5 Hours SOT with mixed usage (high brightness, 1 hour calls, 2-3 hour social media, and 2 hour media playback/music)2. Charges Slow compared to my earlier Samsung. Takes almost 1.2 Hours from 20% to 80%3. Front camera is average, it fails to get correct skin tones and lighting. I keep it on default and still it produces over saturated photos.4. Dialer / phone app sucks. I am someone who makes up to 200 calls a day due to nature of my SCM work. Dialer on Samsung is far better. For unknown call you can add a note to the number in Samsung and it reflect when the person call you again, without having to save unnecessary contacts. Number pad does not detect contact unless complete number is typed.",Reviewed in India on 22 June 2024,/gp/customer-reviews/R1HV1XFKSZBWYV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,158,India,22-06-2024,POSITIVE,things liked 1 solid build quality polished software compared samsung one ui 2 camera rear rear camera decent with good color accuracy in all lighting conditions videos steady smooth 3 mic speakers mic exceptionally isolates all background sounds in noisy situations speakers crisp with good bass 4 performance phone shines throw any app available on app store run without breaking sweat 5 face id works like charm best biometric phone lock out undoubtedly things wish better 1 battery life would better get 4 30 5 hours sot with mixed usage high brightness 1 hour calls 2 3 hour social media 2 hour media playback music 2 charges slow compared my earlier samsung takes 1 2 hours 20 80 3 front camera average fails get correct skin tones lighting keep on default still produces over saturated photos 4 dialer phone app sucks someone makes 200 calls day due nature my scm work dialer on samsung far better for unknown call add note number in samsung reflect person call again without save unnecessary contacts number pad not detect contact unless complete number typed,thing like 1 solid build quality polished software compare samsung one ui 2 camera rear rear camera decent with good color accuracy in all lighting condition video steady smooth 3 mic speaker mic exceptionally isolate all background sound in noisy situation speaker crisp with good bass 4 performance phone shine throw any app available on app store run without break sweat 5 face i d work like charm good biometric phone lock out undoubtedly thing wish well 1 battery life would well get 4 30 5 hour sot with mixed usage high brightness 1 hour call 2 3 hour social medium 2 hour medium playback music 2 charge slow compare my early samsung take 1 2 hour 20 80 3 front camera average fail get correct skin tone light keep on default still produce over saturated photo 4 dialer phone app suck someone make 200 call day due nature my scm work dialer on samsung far well for unknown call add note number in samsung reflect person call again without save unnecessary contact number pad not detect contact unless complete number type,True,POSITIVE,0.9987720847129822,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
158,lokendra kumar,4,All good but did not get the sealed pack,I have been using iPhone from last 8 year so I am aware of the quality and the features so nothing much to share since its elite in this segment.Just one thing the that iPhone I received was not sealed pack so Amazon team requested to check on the secure packaging like Flipkart,Reviewed in India on 8 November 2023,/gp/customer-reviews/RLQK5CT3FLMEX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,159,India,08-11-2023,POSITIVE,using iphone last 8 year aware quality features nothing much share since elite in segment one thing iphone received not sealed pack amazon team requested check on secure packaging like flipkart,use iphone last 8 year aware quality feature nothing much share since elite in segment one thing iphone receive not seal pack amazon team request check on secure packaging like flipkart,True,NEGATIVE,0.9979709982872009,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
159,lubode,1,"Apple is crap, but Amazon is thug","I bought a new device, opened the packet and it was a defective device. I contacted Amazon for replacement, and they redirected me to apple despite, amazon India has clearly stated that the item is replaceable within 7 days of purchase. Apple detected it as a defective piece and it had to be repaired. I reasoned with them that it's a new product and I don't want to get a repaired or refurbished product. But they said since it is bought from Amazon they cannot replace it, had it been bought on their website or store they would have surely replaced it.Came back to amazon, telling them my experience with Apple as it's a defective product. Apple is suggesting that would also have replaced it, so Amazon please replace it. They denied it flatly. when I asked about why they have mentioned 7 days replacement, on this they don't even say a word but simply repeated themselves that the best advice I have already given to you is that you have to go to Apple there is nothing amazon can do about it. The end experience is exhaustion and frustration, customers have only right to these companies' fat money and make them richer and richer. This is nothing but a legal extortion racket.",Reviewed in India on 24 September 2022,/gp/customer-reviews/R279S42BXMK3J2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,160,India,24-09-2022,NEGATIVE,bought new device opened packet defective device contacted amazon for replacement redirected apple despite amazon india clearly stated item replaceable within 7 days purchase apple detected defective piece repaired reasoned with new product want get repaired refurbished product said since bought amazon cannot replace bought on website store would surely replaced came back amazon telling my experience with apple defective product apple suggesting would also replaced amazon please replace denied flatly asked about mentioned 7 days replacement on even say word simply repeated best advice already given go apple nothing amazon about end experience exhaustion frustration customers only right companies fat money make richer richer nothing legal extortion racket,buy new device open packet defective device contact amazon for replacement redirect apple despite amazon india clearly state item replaceable within 7 day purchase apple detect defective piece repair reason with new product want get repair refurbish product say since buy amazon can not replace buy on website store would surely replace come back amazon tell my experience with apple defective product apple suggesting would also replace amazon please replace deny flatly ask about mention 7 day replacement on even say word simply repeat good advice already give go apple nothing amazon about end experience exhaustion frustration customer only right company fat money make rich rich nothing legal extortion racket,True,NEGATIVE,0.9994738698005676,"{'anger': 0.944905698299408, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",anger
160,Luqman shaikh,5,iPhone 13,"Fantastic phone! The iPhone 13’s camera is brilliant, the design is amazing, and the performance is top-notch. I’m so pleased I switched to Apple.",Reviewed in India on 26 August 2024,/gp/customer-reviews/R3EL8HOD1TWLE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,161,India,26-08-2024,POSITIVE,fantastic phone iphone 13 camera brilliant design amazing performance top notch m pleased switched apple,fantastic phone iphone 13 camera brilliant design amazing performance top notch m pleased switch apple,True,POSITIVE,0.9988756775856018,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9305078983306885, 'neutral': None, 'sadness': None, 'surprise': None}",joy
161,Madhupriya,4,Always wanted to buy an Iphone!,"Reviewing after 4 months of usage. Like everyone else I always wanted to buy an Iphone. Tbh, camera is the best about it. I still use an Android for daily use and I don't think Iphone interface is user friendly for a long term Android user. But yes, Iphone is really awesome for the camera!",Reviewed in India on 25 January 2024,/gp/customer-reviews/R2425P41SEXTW4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,162,India,25-01-2024,POSITIVE,reviewing after 4 months usage like everyone else always wanted buy iphone tbh camera best about still use android for daily use think iphone interface user friendly for long term android user yes iphone really awesome for camera,review after 4 month usage like everyone else always want buy iphone tbh camera well about still use android for daily use think iphone interface user friendly for long term android user yes iphone really awesome for camera,True,POSITIVE,0.9987186193466187,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
162,mahesh,4,First iPhone experience,Compact screen size with best display and battery is average not as expected but good for medium user and heating sometimes while turn on wifi and watching videos for long time and excellent cameras and without case it attracts fingerprints and network issues while turn on mobile data and playing youtube videos some lag and sound is good from speaker .,Reviewed in India on 11 November 2023,/gp/customer-reviews/RZ6LM6ULIVTDL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,163,India,11-11-2023,POSITIVE,compact screen size with best display battery average not expected good for medium user heating sometimes turn on wifi watching videos for long time excellent cameras without case attracts fingerprints network issues turn on mobile data playing youtube videos some lag sound good speaker,compact screen size with good display battery average not expect good for medium user heating sometimes turn on wifi watch video for long time excellent camera without case attract fingerprint network issue turn on mobile datum play youtube video some lag sound good speaker,True,POSITIVE,0.9986536502838135,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
163,Mahesh,2,Don’t buy iPhone in Amazon you’ll get a non apple charger cable,"Don’t buy iphone in Amazon ,you will receive a non apple charger cable and it is very difficult to claim a warranty and icare Amazon will be playing blame game.I have experienced myself a problem where charger cable wasn’t working and icare said that cable is non apple product.",Reviewed in India on 31 March 2023,/gp/customer-reviews/R12EH7DSD4CJHJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,164,India,31-03-2023,NEGATIVE,buy iphone in amazon receive non apple charger cable difficult claim warranty icare amazon playing blame game experienced problem charger cable wasn working icare said cable non apple product,buy iphone in amazon receive non apple charger cable difficult claim warranty icare amazon play blame game experience problem charger cable wasn work icare say cable non apple product,True,NEGATIVE,0.9994661211967468,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
164,Mahesh Kumar,5,Best Phone,best phone,Reviewed in India on 14 August 2024,/gp/customer-reviews/R2O9S77W9AFI0S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,165,India,14-08-2024,POSITIVE,best phone,good phone,False,POSITIVE,0.9983249306678772,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7208229303359985, 'sadness': None, 'surprise': None}",neutral
165,Mahroof,5,Good,Good One,Reviewed in India on 22 June 2024,/gp/customer-reviews/R2OVRYW9DV9GS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,166,India,22-06-2024,POSITIVE,good one,good one,False,POSITIVE,0.9988094568252563,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
166,Manikandan,4,Value for money,Such a nice product and seller also before receiving order I am scared about the product and seller but both are good and nice thanks Amazon and the seller,Reviewed in India on 7 January 2024,/gp/customer-reviews/R3BQX4S17YUFZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,167,India,07-01-2024,POSITIVE,nice product seller also before receiving order scared about product seller both good nice thanks amazon seller,nice product seller also before receive order scare about product seller both good nice thank amazon seller,True,POSITIVE,0.9988184571266174,"{'anger': None, 'disgust': None, 'fear': 0.9830142259597778, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",fear
167,manoj,5,Redefining Excellence: A Review of the iPhone 13 128GB,"The iPhone 13 128GB has surpassed my expectations in every aspect, setting a new standard for smartphone excellence. From its sleek design to its powerful performance and innovative features, this device has truly redefined what it means to own a premium smartphone.Design and Build Quality:The iPhone 13’s design is a masterpiece of craftsmanship, featuring a sleek aluminum frame and a stunning ceramic shield front cover. The device feels incredibly premium in hand, with its compact form factor and exquisite attention to detail. The IP68 water and dust resistance provide added durability and peace of mind, making it perfect for everyday use.Display:The Super Retina XDR display of the iPhone 13 is nothing short of breathtaking. The 6.1-inch OLED screen delivers vibrant colors, deep blacks, and excellent brightness levels, ensuring an immersive viewing experience for everything from streaming videos to browsing the web. The True Tone technology adapts the display to ambient lighting conditions, providing a comfortable viewing experience at all times.",Reviewed in India on 24 July 2024,/gp/customer-reviews/R3TVBRK6L0DMTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,168,India,24-07-2024,POSITIVE,iphone 13 128gb surpassed my expectations in every aspect setting new standard for smartphone excellence sleek design powerful performance innovative features device truly redefined means own premium smartphone design build quality iphone 13 design masterpiece craftsmanship featuring sleek aluminum frame stunning ceramic shield front cover device feels incredibly premium in hand with compact form factor exquisite attention detail ip68 water dust resistance provide added durability peace mind making perfect for everyday use display super retina xdr display iphone 13 nothing short breathtaking 6 1 inch oled screen delivers vibrant colors deep blacks excellent brightness levels ensuring immersive viewing experience for everything streaming videos browsing web true tone technology adapts display ambient lighting conditions providing comfortable viewing experience all times,iphone 13 128 gb surpass my expectation in every aspect set new standard for smartphone excellence sleek design powerful performance innovative feature device truly redefine mean own premium smartphone design build quality iphone 13 design masterpiece craftsmanship feature sleek aluminum frame stunning ceramic shield front cover device feel incredibly premium in hand with compact form factor exquisite attention detail ip68 water dust resistance provide add durability peace mind make perfect for everyday use display super retina xdr display iphone 13 nothing short breathtaking 6 1 inch ole screen deliver vibrant color deep black excellent brightness level ensure immersive view experience for everything stream video browse web true tone technology adapt display ambient lighting condition provide comfortable viewing experience all time,True,POSITIVE,0.9989001750946045,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8556247353553772, 'neutral': None, 'sadness': None, 'surprise': None}",joy
168,Mansoor Khan,1,Worst battery,"Battery is not at all good. Appears like a refurbished one. Not worth buying this phone with Battery issues. I use Apple charger and it takes more than an hour to charge fully and it discharges very quickly too. IOS updates, I assume bring down the performance of older phones including battery",Reviewed in India on 27 December 2023,/gp/customer-reviews/R8I783IILM205/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,169,India,27-12-2023,NEGATIVE,battery not all good appears like refurbished one not worth buying phone with battery issues use apple charger takes than hour charge fully discharges quickly ios updates assume bring performance older phones including battery,battery not all good appear like refurbish one not worth buy phone with battery issue use apple charger take than hour charge fully discharge quickly io update assume bring performance old phone include battery,True,NEGATIVE,0.9994934797286987,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
