review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label
jiya,1,I am or sure if the product is in right condition,When ever I am speaking I have problem with speaker and people are not able to hear me. I really would be upset as Thai would be the 2nd time of the apple phone from Amazon is not on the best condition,Reviewed in India on 22 May 2024,/gp/customer-reviews/RUJQN44LKM5R8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,125,India,22-05-2024,NEGATIVE
Jnan Shetty,5,Using after 3 months honest review,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using vivo y19 Lite before this and still have that phone with me. Putting out the feature that is being missed by me-1. Forwarding Anything in Whatsapp: Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher: Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed: Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp: If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls: In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing: Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay: Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones (Only S Series) and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility: You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customisation is really good and you can customise a lot of things.",Reviewed in India on 30 December 2023,/gp/customer-reviews/R3FYB6F4TODK9A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,126,India,30-12-2023,POSITIVE
Jogappagari Sunil Kumar,5,☺️☺️,"Well, it’s an iPhone. Really impressed with it. The camera quality is stunning and the design is just amazing. Performance is smooth, and moving from Google Pixel was smooth.",Reviewed in India on 6 September 2024,/gp/customer-reviews/R36SQVX9HE22AJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,127,India,06-09-2024,POSITIVE
Juhi,2,Blurr display,It has a blurr display I noticed it in8 days n could not replace it.,Reviewed in India on 18 October 2023,/gp/customer-reviews/R2OBLU9WMJWXEY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,128,India,18-10-2023,NEGATIVE
junaid,2,Highly Overrated phone,"I switched to ios from Android and being my first experience, I didn't find anything exciting. After trying to settle down for two weeks , i had enuff and finally decided to sell off the phone.Apple doesn't even provide u small things like fonts or themes but then allows third party apps to do so.So basically apple wants you to sell your kidney first to get the phone and then sell other parts also to change font etcMy 11x has much better wifi connectivity than iphone 13.. camera is ok nothing to say 'wow' about.Overall an overrated phone and too pricey.. happy to switch back to Android.",Reviewed in India on 8 June 2022,/gp/customer-reviews/R1SRIXVRBVSKAV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,129,India,08-06-2022,NEGATIVE
Junaid Muhammed,5,Its the best,"Best. The camera captures every detail perfectly, and the design is stunning. Performance is excellent but chrager included would have been amazing.",Reviewed in India on 6 August 2024,/gp/customer-reviews/RB5GEL844W4OU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,130,India,06-08-2024,POSITIVE
Jyoti,4,camera,Iphone 13 was good but after using 3 to 4 month it start heating. Camera quality is good even better than phone 15( I personally feel that).,Reviewed in India on 20 March 2024,/gp/customer-reviews/R3SXTGV1T0OEY5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,131,India,20-03-2024,POSITIVE
Kaifu Chaurasia,4,An all-rounder,"This phone won’t disappoint you in any aspect,whether it’s the battery life,performance or the cameras but what you might miss is a 120hz screen or perhaps a telephoto lens but if those things do not concern you then there’s actually no reason for you to not buy this, it’s the best phone if you can get it for under 50k,period.",Reviewed in India on 17 January 2024,/gp/customer-reviews/R135YEHJ7ZBGAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,132,India,17-01-2024,POSITIVE
Kalyan,4,Better option over iphone 14,"Iphone 13 is as good as iphone 14 , same specifications but different names, but it is not a better phone than iphone 15 😂, some ppl consider camera performance to compare it with iphone 15 , those things are fake 😂",Reviewed in India on 9 July 2024,/gp/customer-reviews/RFMZF9GO5QX46/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,133,India,09-07-2024,POSITIVE
Kamal Khanna,5,Worth every penny,"Excellent Processor, Crisp display, stunning camera",Reviewed in India on 4 August 2024,/gp/customer-reviews/R3D9JN2FH90U9M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,134,India,04-08-2024,POSITIVE
Kamalesh Pradhan,2,Boxes seal,Seal was broken of phone box,Reviewed in India on 13 October 2023,/gp/customer-reviews/R7BA1CYADKALE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,135,India,13-10-2023,NEGATIVE
Kanak Devi Patni,2,heating and charging,the phone was good but there is heating issue and rhe phone is not charging properly,Reviewed in India on 15 October 2023,/gp/customer-reviews/R1MOXSNW40KTHF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,136,India,15-10-2023,NEGATIVE
Kapil mehta,4,Iphone 13,"After purchasing the iPhone 13, I’m genuinely impressed with its performance and features. Here’s a detailed review based on my experience:### Design and Build QualityThe iPhone 13 feels incredibly premium in hand. The flat edges and matte finish on the back give it a sleek and modern look. The build quality is top-notch, with the Ceramic Shield front adding a layer of durability that gives me confidence in its longevity.### DisplayThe 6.1-inch Super Retina XDR display is absolutely stunning. The colors are vibrant, and the blacks are deep, making everything from photos to videos look fantastic. The brightness levels are impressive, and even in direct sunlight, the screen remains perfectly readable. The slightly smaller notch is a nice touch, offering a bit more screen space.### PerformanceThe A15 Bionic chip is a powerhouse. The iPhone 13 handles everything I throw at it with ease, from multitasking to gaming. Apps open almost instantly, and there's no lag whatsoever. It’s clear that this phone is built for speed and efficiency.### CameraThe camera system on the iPhone 13 is a standout feature. The 12MP wide and ultra-wide lenses capture stunning photos with great detail and color accuracy. Low-light performance is particularly impressive, thanks to the sensor-shift optical image stabilization. The new Photographic Styles and Cinematic mode are fantastic additions, allowing for creative freedom and professional-looking videos.### Battery LifeBattery life has been a pleasant surprise. I easily get through a full day of use on a single charge, even with heavy usage. The efficiency of the A15 Bionic chip and the slightly larger battery make a noticeable difference compared to previous models.### SoftwareiOS 15 is smooth and intuitive. The new features like Focus modes, enhanced FaceTime capabilities, and improved privacy controls make the user experience even better. Everything feels well-integrated and easy to use.### Overall ImpressionThe iPhone 13 has exceeded my expectations. It offers a perfect balance of performance, design, and innovative features. Whether it’s the stunning display, powerful camera system, or impressive battery life, every aspect of this phone feels well-thought-out and polished. I highly recommend it to anyone looking for a premium smartphone experience.",Reviewed in India on 18 July 2024,/gp/customer-reviews/R145X2210U4QUX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,137,India,18-07-2024,POSITIVE
KAPIL MORE,2,Battery heating problem,While charging too much battery heating problem happened,Reviewed in India on 5 August 2024,/gp/customer-reviews/R2IGTUEDN2S62D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,138,India,05-08-2024,NEGATIVE
Karan,1,Not worth the price,Overpriced battery backup also low,Reviewed in India on 27 April 2024,/gp/customer-reviews/R3D2GBKWIAE0TT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,139,India,27-04-2024,NEGATIVE
KARAN UDAY NAGVEKAR,4,Smooth as butter,This is very much first time I am using an Iphone and my experience is very good until now. UI is very seamless and lag free but yes sometimes i noticed app crashing or getting refresh in background. Camera quality is superb especially for videography. Night photos are ok but can still see grains while taking photo in low light situation.,Reviewed in India on 6 January 2024,/gp/customer-reviews/RKHF8I9QS1Z5T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,140,India,06-01-2024,POSITIVE
Karthik,4,Dream mobile,"Apple iPhone is my dream mobile. I am loving this till now, the only concern I'm feeling is, since it is a bit older version the OS updates may be less in the future.",Reviewed in India on 25 June 2024,/gp/customer-reviews/RCV511NPAXL6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,141,India,25-06-2024,POSITIVE
Kavin,1,Wasted,Waste of money poor battery backup only videography is goodBetter buy Samsung series,Reviewed in India on 29 April 2024,/gp/customer-reviews/RHD0VLL81M0YN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,142,India,29-04-2024,NEGATIVE
Kay,1,Voice breaks during call.,"During phone conversations, the my voice intermittently breaks, making it difficult for the person on the other end to understand.Communication becomes unclear and frustrating, affecting the quality of the call.And it is not due to network issue.Also tried restart and everything. Any solution? What is the policy to get a replacement?",Reviewed in India on 23 June 2024,/gp/customer-reviews/R1YHVW3E7R5NAC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,143,India,23-06-2024,NEGATIVE
Keshav Maheshwari,4,Android to Apple Transition - Not a very smooth experience,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using Samsung S10 Lite before this and still have that phone with me. Putting out the feature that is being missed by me-1. Forwarding Anything in Whatsapp: Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher: Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed: Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp: If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls: In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing: Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay: Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones (Only S Series) and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility: You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customization is really good and you can customize a lot of things.",Reviewed in India on 4 February 2023,/gp/customer-reviews/R8P30IIT1LMZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,144,India,04-02-2023,POSITIVE
Ketan,5,Good,I m phtographer. The colours are so bright & and the night mode works best first time,Reviewed in India on 31 August 2024,/gp/customer-reviews/R39FOBB7H3FF5Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,145,India,31-08-2024,POSITIVE
Khandeswar Subudhi,4,Amazing deal,Best phone to buy during sale..,Reviewed in India on 7 May 2024,/gp/customer-reviews/RQDZMZ96IXTNQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,146,India,07-05-2024,POSITIVE
kilangmeren longkumer,1,Defective iphone recieved,"The iphone had manufacturing defects.. on minimal use of camera, it gets heated up in the volume buttons area. Plus if zoomed more than 1x the photo and video is shaky beyond bearable and there is a buzzing sound that can be heard near the cameras. Reviewing it after a week of purchase. Since I doubt this seller will not replace it, I sent it to apple service center at Guwahati.",Reviewed in India on 18 September 2023,/gp/customer-reviews/RSD6EI664FF7W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,147,India,18-09-2023,NEGATIVE
Kindle Customer,5,It was my son’s gift,"Though I am not so big techy, I am happy to use it easily without any hassles.The phone is handy, slim and easy to operate.With little effort, I could use it happily.",Reviewed in India on 9 August 2024,/gp/customer-reviews/RXMF3FQK6LTFL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,148,India,09-08-2024,POSITIVE
Kisan,2,Battery backup,I requested to all persons if they want good battery backup then don't buy iPhone 13 because his backup is only 7 to 9 hours after charging one time,Reviewed in India on 12 December 2023,/gp/customer-reviews/RUYJPH43R82Y0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,149,India,12-12-2023,NEGATIVE
Kishor Malakar,1,Don't be Fool,I bought i phone 13 and within 6 months the display stopped working.There is not even a scratch on the phone Neither I did any software update. The display became black automatically and not working . Go and buy offline . This is worst .,Reviewed in India on 1 June 2024,/gp/customer-reviews/R5L3IR7K5I2YK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,150,India,01-06-2024,NEGATIVE
KOMESH SUMAN,4,Overall a good beast in price,Pros :- 1) Offcourse a clean apple os2) A beast for gaming3) Battery backup decent4) Display is best in the segment5) The feel when keeping it in hand was awesomeCons :- 1) Camera performance was very much decreased after upgrading to ios 17.4.12) Heat’s much while gaming and not using the a seperate fan for device,Reviewed in India on 24 April 2024,/gp/customer-reviews/R2OR8K7L5R5RO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,151,India,24-04-2024,POSITIVE
Krishna,4,Best iPhone,Best but worst cable was given,Reviewed in India on 10 July 2024,/gp/customer-reviews/R987IJPCBBFQB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,152,India,10-07-2024,POSITIVE
Kuldeep Singh,5,Awesome Product,After use of 1 week I’m write the review this is nice iPhone fast battery charging & good battery backup of 1 day’s.Thanks Amazon,Reviewed in India on 11 August 2024,/gp/customer-reviews/R1WJACIMCW6FXQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,153,India,11-08-2024,POSITIVE
KUNAL RAJPUT,5,Love it !,Amazing very smooth to use,Reviewed in India on 10 August 2024,/gp/customer-reviews/R3C0LGACHUFQBB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,154,India,10-08-2024,POSITIVE
Lawrence Anthony Pereira,1,Amazon failed in customer service,"Within 6 months of purchase when I first time put the vibration motor it’s not working. Requested Amazon for replacement, they denied.Recommend to buy apple product from apple stores",Reviewed in India on 3 April 2024,/gp/customer-reviews/R3VJLO57WC313M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,155,India,03-04-2024,NEGATIVE
Leekmoo Yonzon,4,Good,Good but battery problem display is good charger is good sound good performance is good but battery issues,Reviewed in India on 6 June 2024,/gp/customer-reviews/R1STLNYZT5UIOA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,156,India,06-06-2024,POSITIVE
lg,4,Got at 41448 including 129 fr exchange,Awesome camera quality.not very user friendly in compared to android.This was the reason why it really took me 6yrs to shift finally 2 ios when it was finally worth.Best option got under 42k. First the exchange offer didn’t worked when it was 46 k incl all discounts and when they increased the price by rs 2k then only exchange option worked may b they fooled us for a price point under 40k but still I m happy with the price point I hv got. In market it is still 60 k. Hassle free exchange got 4450 for a damaged screen for oppo a5s . So all around I was really very happy plus 2250 SBI credit card discount.,Reviewed in India on 13 October 2023,/gp/customer-reviews/R34OFXO32J5ENV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,157,India,13-10-2023,POSITIVE
loading,5,Still one of best base flagships out there in 2024,"Things I liked:1. Solid Build Quality and very polished software (compared to Samsung's One UI)2. Camera:-Rear: Rear camera is pretty decent with good color accuracy in all lighting conditions. Videos are steady and smooth.3. Mic / Speakers: Mic is exceptionally well, isolates all background sounds in noisy situations. Speakers are crisp with good bass.4. Performance: This is where the phone shines, you can throw any app available on the App store and it will run it without breaking a sweat.5. Face Id works like charm, it's the best biometric phone lock out there undoubtedly.Things I wish were better:1. Battery life would have been better, I get up to 4.30 - 5 Hours SOT with mixed usage (high brightness, 1 hour calls, 2-3 hour social media, and 2 hour media playback/music)2. Charges Slow compared to my earlier Samsung. Takes almost 1.2 Hours from 20% to 80%3. Front camera is average, it fails to get correct skin tones and lighting. I keep it on default and still it produces over saturated photos.4. Dialer / phone app sucks. I am someone who makes up to 200 calls a day due to nature of my SCM work. Dialer on Samsung is far better. For unknown call you can add a note to the number in Samsung and it reflect when the person call you again, without having to save unnecessary contacts. Number pad does not detect contact unless complete number is typed.",Reviewed in India on 22 June 2024,/gp/customer-reviews/R1HV1XFKSZBWYV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,158,India,22-06-2024,POSITIVE
lokendra kumar,4,All good but did not get the sealed pack,I have been using iPhone from last 8 year so I am aware of the quality and the features so nothing much to share since its elite in this segment.Just one thing the that iPhone I received was not sealed pack so Amazon team requested to check on the secure packaging like Flipkart,Reviewed in India on 8 November 2023,/gp/customer-reviews/RLQK5CT3FLMEX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,159,India,08-11-2023,POSITIVE
lubode,1,"Apple is crap, but Amazon is thug","I bought a new device, opened the packet and it was a defective device. I contacted Amazon for replacement, and they redirected me to apple despite, amazon India has clearly stated that the item is replaceable within 7 days of purchase. Apple detected it as a defective piece and it had to be repaired. I reasoned with them that it's a new product and I don't want to get a repaired or refurbished product. But they said since it is bought from Amazon they cannot replace it, had it been bought on their website or store they would have surely replaced it.Came back to amazon, telling them my experience with Apple as it's a defective product. Apple is suggesting that would also have replaced it, so Amazon please replace it. They denied it flatly. when I asked about why they have mentioned 7 days replacement, on this they don't even say a word but simply repeated themselves that the best advice I have already given to you is that you have to go to Apple there is nothing amazon can do about it. The end experience is exhaustion and frustration, customers have only right to these companies' fat money and make them richer and richer. This is nothing but a legal extortion racket.",Reviewed in India on 24 September 2022,/gp/customer-reviews/R279S42BXMK3J2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,160,India,24-09-2022,NEGATIVE
Luqman shaikh,5,iPhone 13,"Fantastic phone! The iPhone 13’s camera is brilliant, the design is amazing, and the performance is top-notch. I’m so pleased I switched to Apple.",Reviewed in India on 26 August 2024,/gp/customer-reviews/R3EL8HOD1TWLE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,161,India,26-08-2024,POSITIVE
Madhupriya,4,Always wanted to buy an Iphone!,"Reviewing after 4 months of usage. Like everyone else I always wanted to buy an Iphone. Tbh, camera is the best about it. I still use an Android for daily use and I don't think Iphone interface is user friendly for a long term Android user. But yes, Iphone is really awesome for the camera!",Reviewed in India on 25 January 2024,/gp/customer-reviews/R2425P41SEXTW4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,162,India,25-01-2024,POSITIVE
mahesh,4,First iPhone experience,Compact screen size with best display and battery is average not as expected but good for medium user and heating sometimes while turn on wifi and watching videos for long time and excellent cameras and without case it attracts fingerprints and network issues while turn on mobile data and playing youtube videos some lag and sound is good from speaker .,Reviewed in India on 11 November 2023,/gp/customer-reviews/RZ6LM6ULIVTDL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,163,India,11-11-2023,POSITIVE
Mahesh,2,Don’t buy iPhone in Amazon you’ll get a non apple charger cable,"Don’t buy iphone in Amazon ,you will receive a non apple charger cable and it is very difficult to claim a warranty and icare Amazon will be playing blame game.I have experienced myself a problem where charger cable wasn’t working and icare said that cable is non apple product.",Reviewed in India on 31 March 2023,/gp/customer-reviews/R12EH7DSD4CJHJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,164,India,31-03-2023,NEGATIVE
Mahesh Kumar,5,Best Phone,best phone,Reviewed in India on 14 August 2024,/gp/customer-reviews/R2O9S77W9AFI0S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,165,India,14-08-2024,POSITIVE
Mahroof,5,Good,Good One,Reviewed in India on 22 June 2024,/gp/customer-reviews/R2OVRYW9DV9GS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,166,India,22-06-2024,POSITIVE
Manikandan,4,Value for money,Such a nice product and seller also before receiving order I am scared about the product and seller but both are good and nice thanks Amazon and the seller,Reviewed in India on 7 January 2024,/gp/customer-reviews/R3BQX4S17YUFZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,167,India,07-01-2024,POSITIVE
manoj,5,Redefining Excellence: A Review of the iPhone 13 128GB,"The iPhone 13 128GB has surpassed my expectations in every aspect, setting a new standard for smartphone excellence. From its sleek design to its powerful performance and innovative features, this device has truly redefined what it means to own a premium smartphone.Design and Build Quality:The iPhone 13’s design is a masterpiece of craftsmanship, featuring a sleek aluminum frame and a stunning ceramic shield front cover. The device feels incredibly premium in hand, with its compact form factor and exquisite attention to detail. The IP68 water and dust resistance provide added durability and peace of mind, making it perfect for everyday use.Display:The Super Retina XDR display of the iPhone 13 is nothing short of breathtaking. The 6.1-inch OLED screen delivers vibrant colors, deep blacks, and excellent brightness levels, ensuring an immersive viewing experience for everything from streaming videos to browsing the web. The True Tone technology adapts the display to ambient lighting conditions, providing a comfortable viewing experience at all times.",Reviewed in India on 24 July 2024,/gp/customer-reviews/R3TVBRK6L0DMTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,168,India,24-07-2024,POSITIVE
Mansoor Khan,1,Worst battery,"Battery is not at all good. Appears like a refurbished one. Not worth buying this phone with Battery issues. I use Apple charger and it takes more than an hour to charge fully and it discharges very quickly too. IOS updates, I assume bring down the performance of older phones including battery",Reviewed in India on 27 December 2023,/gp/customer-reviews/R8I783IILM205/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,169,India,27-12-2023,NEGATIVE
Manu,1,Issue with charging port,"Its been a month since i got this phone, and i have been changing the charging cable and the adapter, non of them resolve the issue. And the most sad part is im far away from the nearest Apple service centre. To get there i have to get flight. Apple support cant do anything. Its manufacture defect, they are not willing to exchange the product either. Its apain in ass. To get my charged, i have to sit next to it.",Reviewed in India on 24 November 2023,/gp/customer-reviews/R2PYSTQ4O388T4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,170,India,24-11-2023,NEGATIVE
manu vishwakarma,2,My iphone is getting hang,"I have faced this issue many times , once someone call me , I mute it from side button , then again when I try to pick the call it doesn't work , touch stop working.End I press side button once call get disconnected ( I can not off the screen or re-on )I purchase it on 7th aug 2024",Reviewed in India on 25 August 2024,/gp/customer-reviews/R225L5JK1D8G9Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,171,India,25-08-2024,NEGATIVE
Maruthi,2,No much battery backup,"Battery drains fast , I mean battery drains from 100% to 10% in just 3 hours , I can not believe this from apple. I exceeded my return policy dates so I can not return product.",Reviewed in India on 7 March 2023,/gp/customer-reviews/R2R7HIA89UXYXD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,172,India,07-03-2023,NEGATIVE
Meganathen,1,Don’t buy through Amazon,Withinna week phone is corrected ..Amazon sells me a defective product,Reviewed in India on 27 May 2024,/gp/customer-reviews/RC440BIN738QO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,173,India,27-05-2024,NEGATIVE
meghna prajapati,2,Mic is not working,"Hi there,My iPhone 13 has problem regarding mic and signal dropsI had iPhone xs before never had this issue, after using iPhone 13 I got so many complaints about my voice getting drop during callOk camera quality",Reviewed in India on 14 May 2022,/gp/customer-reviews/R2CLZCWQXFR7UB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,174,India,14-05-2022,NEGATIVE
Milin George,1,Really bad experience from Apple and iPhone 13,"Really bad experience from Apple, I purchased iphone13 in May-2022 and in Aug-2022 I got a screen flickering issue, and the whole screen turned blue. I took it to Icare they took my phone for 1 week and then returned back saying they couldn’t replicate the issue, now after 2weeks of using on 13th sep I did a ios16 upgrade and then the same issue repeating, blue screen. On 14Th sep the whole screen turned black, I asked Apple for replacement with a new device as after paying so much money and hardly using for 3 months I don’t want to use a repaired iPhone. I contacted Apple but they are not saying or helping me for replacement.",Reviewed in India on 14 September 2022,/gp/customer-reviews/R1N236WACA0LS0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,175,India,14-09-2022,NEGATIVE
Mithun Kumar,4,Iphone at great indian sale,It was a good phone basically I thought that the phone will in damaged conditions or refurbished phone or some of the featured list will low and i was afraid of that but it was all ok and i am happie about that and i bought it in great indian sale,Reviewed in India on 1 November 2023,/gp/customer-reviews/R2RO0T36EAU0PT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,176,India,01-11-2023,POSITIVE
Mohd Azeem Akhtar,4,A Sleek and powerful device,"Here's a review for the iPhone 13 128GB in Midnight color:Title: A Sleek and Powerful Device!Rating: 5/5I'm absolutely loving my new iPhone 13 in Midnight color! The sleek design and stunning display make it a head-turner. With 128GB of storage, I have plenty of space for my favorite apps, photos, and music.The camera is incredible, capturing crisp and vibrant images even in low light. The battery life is impressive, lasting me a full day with heavy use. The A15 Bionic chip delivers lightning-fast performance, making everything from gaming to multitasking a breeze.The Midnight color is sleek and sophisticated, and the OLED display is simply gorgeous. I couldn't be happier with my purchase!Pros:- Stunning display- Excellent camera performance- Fast performance- Long battery life- Sleek designCons: None!Overall, I highly recommend the iPhone 13 128GB in Midnight color to anyone looking for a top-notch smartphone!",Reviewed in India on 27 June 2024,/gp/customer-reviews/R3E5NLZH5Y3D74/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,177,India,27-06-2024,POSITIVE
