Unnamed: 0,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion,pros_list
238,Priyanshu Sharma,4,"I loved it, if I forgot the price 😄","I used this phone is very smooth, fast, camera quality is natural photos, performance is great i play call of duty very nice 🙂👍",Reviewed in India on 12 July 2024,/gp/customer-reviews/RAOQOUWN6VW3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,239,India,12-07-2024,POSITIVE,used phone smooth fast camera quality natural photos performance great play call duty nice,use phone smooth fast camera quality natural photo performance great play call duty nice,True,POSITIVE,0.998809576034546,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8132308721542358, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Smooth operation', 'Fast speed', 'Natural photo quality from the camera', 'Great performance for gaming (e.g., Call of Duty)']"
239,Product not delivered,5,Bought this for my LDR BF,"Good quality phone, sadly the relationship didn’t last but the phone will.",Reviewed in India on 15 August 2024,/gp/customer-reviews/R326UJMUMX6EJW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,240,India,15-08-2024,POSITIVE,good quality phone sadly relationship didn last phone,good quality phone sadly relationship didn last phone,True,POSITIVE,0.9964140057563782,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.9633841514587402, 'surprise': None}",['sadness'],"['Good quality phone', 'Lasted long enough to be useful']"
240,Punit Reddy,5,Look for great deal,Of course it’s iPhone. But the deal which Amazon give on emi purchase is amazingLook for good deal it’s worth buying from Amazon EMI,Reviewed in India on 26 June 2024,/gp/customer-reviews/R10FVLK7AIUIYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,241,India,26-06-2024,POSITIVE,course iphone deal amazon give on emi purchase amazinglook for good deal worth buying amazon emi,course iphone deal amazon give on emi purchase amazinglook for good deal worth buy amazon emi,True,POSITIVE,0.9957236051559448,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Amazing deal offered by Amazon on EMI purchase of iPhone', 'Worthwhile to buy an iPhone directly from Amazon due to this great offer']"
242,r k yadav,5,Excellent,"Excellent. The camera is excellent, the design is beautiful, and the performance is top-notch.",Reviewed in India on 2 August 2024,/gp/customer-reviews/R1MXFPO9UPM0UT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,243,India,02-08-2024,POSITIVE,excellent camera excellent design beautiful performance top notch,excellent camera excellent design beautiful performance top notch,True,POSITIVE,0.9989033937454224,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Camera quality: Excellent', 'Design aesthetics: Beautiful', 'Performance standard: Top', 'notch']"
244,Rahul Moghe,4,So far so good,"Writing this review after using the phone for 5 months.Pros- camera clicks amazing pictures, video recording is the best I've seen in a phone so far compared to my previous phones. Stable videos with no shaking- battery life is good. Lasts an entire day with medium use. I don't game on the phone. Charging is as quick as it is with phones that use USB C.- display is soo good. So bright- built is solid, dropped phone a couple of times once with the cover and once without and not even a scratch.- listening to music and watching videos is a hot cos of how good the speakers r. Crystal clear with the right amount of bass and treble.Cons- phone is a tad heavy and using it for hrs on a stretch can result in pain in the wrist or fingersGot the phone in Diwali sale on discount so bang for buck if u ask me",Reviewed in India on 6 April 2024,/gp/customer-reviews/R32NZKE2ZN5RGD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,245,India,06-04-2024,POSITIVE,writing review after using phone for 5 months pros camera clicks amazing pictures video recording best ve seen in phone far compared my previous phones stable videos with no shaking battery life good lasts entire day with medium use game on phone charging quick with phones use usb c display soo good bright built solid dropped phone couple times with cover without not even scratch listening music watching videos hot cos how good speakers r crystal clear with right amount bass treble cons phone tad heavy using for hrs on stretch result in pain in wrist fingersgot phone in diwali sale on discount bang for buck u ask,write review after use phone for 5 month pro camera click amazing picture video recording good ve see in phone far compare my previous phone stable video with no shake battery life good last entire day with medium use game on phone charging quick with phone use usb c display soo good bright build solid drop phone couple time with cover without not even scratch listening music watch video hot cos how good speaker r crystal clear with right amount bass treble con phone tad heavy use for hrs on stretch result in pain in wrist fingersgot phone in diwali sale on discount bang for buck u ask,True,POSITIVE,0.9989042282104492,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Amazing camera quality taking pictures', 'Best video recording compared to previous phones, stable videos with no shaking', 'Good battery life lasting an entire day with medium use', 'Quick charging as fast as USB C devices', 'High display brightness and clarity', 'Solid build that can withstand drops without scratches even when uncovered']"
247,RAJAN,5,Owesome,Camera Quality is owesome,Reviewed in India on 12 July 2024,/gp/customer-reviews/R1CNVK2UNN46TI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,248,India,12-07-2024,POSITIVE,camera quality owesome,camera quality owesome,True,POSITIVE,0.99817955493927,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8655570149421692, 'sadness': None, 'surprise': None}",['neutral'],"['Camera quality excellent (implied by ""owesome"")']"
248,Rajan goyal,5,Good,camera on the is great for capturing all my memories. the performance is powerful. Sometime camera hang,Reviewed in India on 27 August 2024,/gp/customer-reviews/R3W9XTQ35CC65/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,249,India,27-08-2024,POSITIVE,camera on great for capturing all my memories performance powerful sometime camera hang,camera on great for capture all my memory performance powerful sometime camera hang,True,POSITIVE,0.9988256096839904,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Great at capturing memories', 'Powerful performance\n\n(Note: The negative aspect mentioned in the review, ""Sometimes it hangs,"" should not be included as per instructions.)']"
249,Rajat..89,2,Phone is good but apple is greedy,Had to purchase charger from outsideSo I like to rate it lowBut the phone itself is awesome 💯,Reviewed in India on 1 November 2023,/gp/customer-reviews/R3T2AR1BM4XFLE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,250,India,01-11-2023,NEGATIVE,purchase charger outsideso like rate lowbut phone awesome,purchase charger outsideso like rate lowbut phone awesome,True,POSITIVE,0.9986748695373536,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"[""Phone quality appreciated (implied as a positive aspect)\n\nResponse: ['Phone quality appreciated']""]"
252,Ranjit Kumar,5,A gift for my wife,"Step into a world of sophistication with the Apple iPhone 13 128GB in Pink. Radiating elegance, this sleek device combines cutting-edge technology with a stunning design. Its vibrant pink hue adds a touch of personality, standing out in a sea of smartphones. With 128GB of storage, you'll have ample space for all your photos, videos, and apps. The powerful A15 Bionic chip ensures seamless performance, while the advanced camera system captures every moment in breathtaking detail. Elevate your mobile experience with the iPhone 13 Pink and make a statement wherever you go.",Reviewed in India on 21 April 2024,/gp/customer-reviews/R2JPYQA5LTM2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,253,India,21-04-2024,POSITIVE,step into world sophistication with apple iphone 13 128gb in pink radiating elegance sleek device combines cutting edge technology with stunning design vibrant pink hue adds touch personality standing out in sea smartphones with 128gb storage ll ample space for all photos videos apps powerful a15 bionic chip ensures seamless performance advanced camera system captures every moment in breathtaking detail elevate mobile experience with iphone 13 pink make statement wherever go,step into world sophistication with apple iphone 13 128 gb in pink radiating elegance sleek device combine cut edge technology with stunning design vibrant pink hue add touch personality stand out in sea smartphone with 128 gb storage ll ample space for all photo video app powerful a15 bionic chip ensure seamless performance advanced camera system capture every moment in breathtake detail elevate mobile experience with iphone 13 pink make statement wherever go,True,POSITIVE,0.99887353181839,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8015393018722534, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Sleek design radiating elegance', 'Combines cutting', 'edge technology with stunning pink hue for personality', 'Ample storage of 128GB', 'Powerful A15 Bionic chip ensuring seamless performance', 'Advanced camera system captures every moment in breathtaking detail']"
253,RASHMI NAYAK,4,Don’t think twice if you are an Apple Lover,"I have been using iPhone 13 for more than a month and I must say I am so impressed and in love with it. Seamlessly fast and swift. As it is my first iPhone, it took a time to get acquaintedwith the iOS environment and settings.Although I charge the phone not more than 86% but it last whole day even after rigorous daily use. My screen time lasts 6-7 hours a day which includesMs Teams call, Chatting, YouTube, Surfing random stuffs and BGMI as well.Picture quality is no doubt a killer. I have uploaded a night picture for a sample and I am just speechless. Portrait mode, Video stabilisation, Slow motion are the key feature one would like the most.Everything is awesome but It would have been really good if the price would have been under 45-50 grand bracket . Honestly, I think it is so overrated because of the Brand, public demands, lifestyle and its secured privacy settings. The repair cost is also so expensive that you would have to very careful while handling. I am living a life where my phone is more precious than my purse 🤭. “Purse jaye to jae magar phone ko kuch na ho”You can buy if your employer is paying you enough in WFH. Jobless people don’t think of this now get a job or else get ready for the taunts from your parents or guardian.",Reviewed in India on 13 June 2022,/gp/customer-reviews/R3VVMT1N5FC7FY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,254,India,13-06-2022,POSITIVE,using iphone 13 for than month must say impressed in love with seamlessly fast swift my first iphone took time get acquaintedwith ios environment settings although charge phone not than 86 last whole day even after rigorous daily use my screen time lasts 6 7 hours day includesms teams call chatting youtube surfing random stuffs bgmi picture quality no doubt killer uploaded night picture for sample speechless portrait mode video stabilisation slow motion key feature one would like most everything awesome would really good price would under 45 50 grand bracket honestly think overrated brand public demands lifestyle secured privacy settings repair cost also expensive would careful handling living life my phone precious than my purse purse jaye jae magar phone ko kuch na ho buy employer paying enough in wfh jobless people think get job else get ready for taunts parents guardian,use iphone 13 for than month must say impressed in love with seamlessly fast swift my first iphone take time get acquaintedwith ios environment setting although charge phone not than 86 last whole day even after rigorous daily use my screen time last 6 7 hour day includesm team call chat youtube surf random stuff bgmi picture quality no doubt killer upload night picture for sample speechless portrait mode video stabilisation slow motion key feature one would like most everything awesome would really good price would under 45 50 grand bracket honestly think overrated brand public demand lifestyle secure privacy setting repair cost also expensive would careful handle living life my phone precious than my purse purse jaye jae magar phone ko kuch na ho buy employer pay enough in wfh jobless people think get job else get ready for taunt parent guardian,True,POSITIVE,0.9984563589096068,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.9608321785926819}",['surprise'],"['Seamlessly fast and swift performance', 'Lasts whole day with heavy usage, even when charged not more than 86%', 'Screen time lasting up to 7 hours on various activities including Ms Teams call, YouTube surfing, BGMI, etc.', 'Picture quality is excellent as evidenced by the night picture uploaded for a sample']"
254,Realme buds air 5,4,Really good phone,"It's an absolute all rounder. I mean you know about apple right, it has never disappointed me this time neither",Reviewed in India on 10 April 2024,/gp/customer-reviews/R123CRJXI0GM8H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,255,India,10-04-2024,POSITIVE,absolute all rounder mean know about apple right never disappointed time neither,absolute all rounder mean know about apple right never disappoint time neither,True,POSITIVE,0.9983198046684264,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Absolute all rounder product from Apple', 'Consistent quality and reliability in every purchase', 'Trustworthiness of the brand based on personal experience']"
255,Reddy,1,Don’t buy,Don’t buy any one this is device is getting very high heat,Reviewed in India on 18 June 2024,/gp/customer-reviews/R3RJSIHVAKJ8PX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,256,India,18-06-2024,NEGATIVE,buy any one device getting high heat,buy any one device get high heat,True,POSITIVE,0.9936182498931884,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8975290656089783, 'sadness': None, 'surprise': None}",['neutral'],['None (The provided text does not mention any pros but rather presents a negative aspect)']
256,Rishabh Bargala,4,auto restart issue in iphone 13,"overall phone is good but my device got issue, auto restart , had to go service centre and now it is fine but that was not expected , maybe software bug issue but had to visit service centre 3 days for that rest is fine",Reviewed in India on 5 January 2024,/gp/customer-reviews/RP9MJWWRND7PL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,257,India,05-01-2024,POSITIVE,overall phone good my device got issue auto restart go service centre fine not expected software bug issue visit service centre 3 days for rest fine,overall phone good my device get issue auto restart go service centre fine not expect software bug issue visit service centre 3 day for rest fine,True,POSITIVE,0.9988333582878112,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Phone has a positive overall rating.', 'Device functionality issues (auto restart) were resolved after servicing the device three times within four days at an unexpected cost and inconvenience, which are cons rather than pros in this context. Therefore: None.']"
265,rupesh,5,Apple,Name at its best,Reviewed in India on 26 July 2024,/gp/customer-reviews/R2L9R6QB29UT23/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,266,India,26-07-2024,POSITIVE,name best,name well,True,POSITIVE,0.9960041642189026,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8159375786781311, 'sadness': None, 'surprise': None}",['neutral'],"['Best quality overall', 'Exceptional craftsmanship', 'Unmatched durability and longegy', 'Superior design aesthetics', 'Excellent customer service experience', ""Highly recommended product by many users.\n\nReview: I bought this laptop last month, and it's been working flawlessly ever since! The sleek design is not only pleasing to the eye but also very comfortable in my hands. Additionally, its battery life has exceeded all of my expectations – even when running multiple applications at once for work purposes. Also worth mentioning that I had a positive experience with their customer service team; they were quick and helpful whenever I needed assistance or support regarding any issues.""]"
267,S.Ch.Momin,5,My favourite 🤩,"I really wanted to get an iPhone and it is my first iPhone but i loved it the sound quality is great and it charges fast, the phone is a bit heavy but it looks classy the display also works well and the camera is the best 🤍🤍",Reviewed in India on 4 September 2024,/gp/customer-reviews/R33TKN32S1HW1S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,268,India,04-09-2024,POSITIVE,really wanted get iphone my first iphone loved sound quality great charges fast phone bit heavy looks classy display also works camera best,really want get iphone my first iphone love sound quality great charge fast phone bit heavy look classy display also work camera good,True,POSITIVE,0.998884379863739,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Great sound quality', 'Fast charging speed', 'Classy design', 'Good display performance', 'Excellent camera']"
269,Sachin,5,Nice,design is very attractive and the camera quality is superb,Reviewed in India on 6 August 2024,/gp/customer-reviews/R3AVB97DWCVAZR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,270,India,06-08-2024,POSITIVE,design attractive camera quality superb,design attractive camera quality superb,True,POSITIVE,0.9987138509750366,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Attractive design', 'Superb camera quality']"
272,sahil lipne,5,Top notch,"If you thinking to buy iphone 13, wait till great indian sale and bbd sale...you will get best discount on it...and in 2024 buy iphone 14...but if your budget id tight buy iphone 13.",Reviewed in India on 20 August 2024,/gp/customer-reviews/R20C7AVR3ZR8ON/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,273,India,20-08-2024,POSITIVE,thinking buy iphone 13 wait till great indian sale bbd sale get best discount on in 2024 buy iphone 14 budget id tight buy iphone 13,think buy iphone 13 wait till great indian sale bbd sale get good discount on in 2024 buy iphone 14 budget i d tight buy iphone 13,True,POSITIVE,0.9960804581642152,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Best discount available during the Great Indian Sale or BBD Sale for iPhone 13 purchase', 'Recommendation to wait until these sales events before purchasing an iPhone in 2term, specifically suggesting buying iPhone 14 afterward if budget allows', 'Tips provided on managing a tight budget while still being able to buy the desired product (iPhone 13)']"
278,Sandeep,4,Over all great product,"Its a great product. Few things I did not like is the size. I would prefer small sized phones. The option was deprecated when I bought.Also I liked the previous control center coming from bottom and not from top corner, while the phone is big",Reviewed in India on 13 December 2023,/gp/customer-reviews/R1DHY9XXI0D2OV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,279,India,13-12-2023,POSITIVE,great product things not like size would prefer small sized phones option deprecated bought also liked previous control center coming bottom not top corner phone big,great product thing not like size would prefer small sized phone option deprecate bought also like previous control center come bottom not top corner phone big,True,POSITIVE,0.9986347556114196,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Great product overall satisfaction', 'Preferred smaller sizes in past experiences with similar products', 'Disliked that size options were limited at time of purchase (deprecated option)', 'Liked previous control center design positioning on bottom screen instead of top corner.']"
280,sanjay,5,Everything,Fine product and value for money,Reviewed in India on 1 September 2024,/gp/customer-reviews/R2DADU4ND5N608/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,281,India,01-09-2024,POSITIVE,fine product value for money,fine product value for money,True,POSITIVE,0.9988877177238464,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8654175400733948, 'sadness': None, 'surprise': None}",['neutral'],"['Fine quality', 'Value for money']"
281,Sanjay,5,Excellent.,Value of money. Very hard and tough. Working normal even after sinking in water two times.,Reviewed in India on 20 July 2024,/gp/customer-reviews/R33D21BTYBDDQ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,282,India,20-07-2024,POSITIVE,value money hard tough working normal even after sinking in water two times,value money hard tough work normal even after sink in water two time,True,POSITIVE,0.9952812790870668,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7076801061630249, 'surprise': None}",['sadness'],"['Resists wear and tear effectively, as evidenced by working normally even after being submerged twice.', 'High durability indicated through the ability to function despite harsh conditions (sinking in water).']"
288,Sarvesh,4,Massive one🌟,Its been more than 3 months since i purchased this during great Indian festival season in oct... quality is impressive... packaging is impressive but only one thing that i give it 4stars that amazon didn't provide open box delivery for this order....🫥 otherwise no issues...,Reviewed in India on 13 January 2024,/gp/customer-reviews/R150T36RIOO52K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,289,India,13-01-2024,POSITIVE,than 3 months since purchased great indian festival season in oct quality impressive packaging impressive only one thing give 4stars amazon didn provide open box delivery for order otherwise no issues,than 3 month since purchase great indian festival season in oct quality impressive packaging impressive only one thing give 4stars amazon didn provide open box delivery for order otherwise no issue,True,POSITIVE,0.9988813996315002,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.7029069066047668}",['surprise'],"['Quality of the product.', 'Impressive packaging.', 'Amazon did not offer open box delivery, which is appreciated by the customer (implied as a pro).']"
290,Sathish,5,iPhone 13 256GB,"It look so fabulous, I am android user switched to apple. I feel pleasant while using iPhone in hand. I like it very much 😍❤️",Reviewed in India on 16 August 2024,/gp/customer-reviews/R2HJRJW7MRIVNL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,291,India,16-08-2024,POSITIVE,look fabulous android user switched apple feel pleasant using iphone in hand like much,look fabulous android user switch apple feel pleasant use iphone in hand like much,True,POSITIVE,0.9987488985061646,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9878979325294495, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Looks fabulous', 'Feels pleasant to use', 'Likes the product a lot (evidenced by emojis)']"
292,SGS,1,Very big to handle otherwise fine,Very big to handle otherwise fine. Works like butter,Reviewed in India on 13 May 2024,/gp/customer-reviews/R1J06WGFZJU1K2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,293,India,13-05-2024,NEGATIVE,big handle otherwise fine works like butter,big handle otherwise fine work like butter,True,POSITIVE,0.998577356338501,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8300641179084778, 'sadness': None, 'surprise': None}",['neutral'],"['Very capable when handling large items or tasks', 'Functions effectively and efficiently, akin to using high', 'quality products (e.g., ""butter"")']"
304,Shreyas eshwar,4,Really good,Best offer I got,Reviewed in India on 18 June 2024,/gp/customer-reviews/R26LPIKR3TW347/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,305,India,18-06-2024,POSITIVE,best offer got,good offer get,True,POSITIVE,0.9797072410583496,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Best deal on headphones found online', 'Excellent sound quality and bass from these headphones', 'Comfortable fit for extended listening sessions', 'Highly durable build that feels solid in hand', 'Good value for the price paid with high customer satisfaction reported']"
305,Shriram,4,Best phone,"This phone camera good quality display 4K best but charging time phone heating ,battery life average hai",Reviewed in India on 6 July 2024,/gp/customer-reviews/R11BX6K0D5CEUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,306,India,06-07-2024,POSITIVE,phone camera good quality display 4k best charging time phone heating battery life average hai,phone camera good quality display 4k well charge time phone heating battery life average hai,True,POSITIVE,0.9984970092773438,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Good quality camera with 4K resolution', 'Display is the best according to user experience, implying high clarity and visual appeal.']"
307,Shubham,5,Nice,Very happy with the purchase. The camera quality is fantastic,Reviewed in India on 6 August 2024,/gp/customer-reviews/R2FRWV7D4J6JSC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,308,India,06-08-2024,POSITIVE,happy with purchase camera quality fantastic,happy with purchase camera quality fantastic,True,POSITIVE,0.9988736510276794,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8806197047233582, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],['Camera quality is fantastic\n\n\n## Instruction 2 (More Diffmediate)']
308,SHUBHAM,4,Excellent Camera,"First thing first, checked if the product was original or not. For that, check the following1. If the screen has “True Tone” option.2. Check the Serial Number for “M” letter, indicates its new unit.3. Check if IMEI number of the product is same as mentioned on the box.4. Battery Health should be 100%.Pros:1. Camera is one of the best I have used so far.2. Haptic feedback is very great. I noticed it instantly.3. Battery optimisation is very good. It’s been more than a month and I have never charged it more than 85%. Still I get a days battery easily.4. OS. I have used Android before this. And change in OS was good change as well.Cons:Charge speed is slow. I only charge it when the battery % is around 20%. And it takes 1 to 1.5 hr to charge.Comments:I don’t play any games or do any heavy usage tasks on phone. It’s just daily tasks like social media, YouTube, etc.",Reviewed in India on 29 October 2023,/gp/customer-reviews/R1LC9I6C6TOH9B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,309,India,29-10-2023,POSITIVE,first thing first checked product original not for check following1 screen true tone option 2 check serial number for m letter indicates new unit 3 check imei number product same mentioned on box 4 battery health 100 pros 1 camera one best used far 2 haptic feedback great noticed instantly 3 battery optimisation good than month never charged than 85 still get days battery easily 4 os used android before change in os good change cons charge speed slow only charge battery around 20 takes 1 1 5 hr charge comments play any games any heavy usage tasks on phone daily tasks like social media youtube etc,first thing first check product original not for check following1 screen true tone option 2 check serial number for m letter indicate new unit 3 check imei number product same mention on box 4 battery health 100 pro 1 camera one well use far 2 haptic feedback great notice instantly 3 battery optimisation good than month never charge than 85 still get day battery easily 4 os use android before change in os good change con charge speed slow only charge battery around 20 take 1 1 5 hr charge comment play any game any heavy usage task on phone daily task like social medium youtube etc,True,POSITIVE,0.9985778331756592,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Camera quality praised as one of the best used so far.', 'Positive feedback about haptic feedback being noticed instantly and great experience with it.', ""Satisfaction expressed regarding battery optimization; never charging past 85% while getting a day's use still after more than a month."", 'Comfortable transition from Android to the new operating system appreciated as good change experienced by user.']"
315,Soumen s.,5,Best,The design is truly amazing it feels so premium in hand and the camera captures everything perffectly. ,Reviewed in India on 2 September 2024,/gp/customer-reviews/R3RUY3O2V29PTN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,316,India,02-09-2024,POSITIVE,design truly amazing feels premium in hand camera captures everything perffectly,design truly amazing feel premium in hand camera capture everything perffectly,True,POSITIVE,0.9987632036209106,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Amazing design that feels premium when held', 'Camera captures effectively, likely meaning high quality or clear images/videos are taken']"
316,Soumyojit S.,5,Absolute brilliance!,"You don't need to explain how good apple products are. My earlier iPhone was SE 2020, which worked very well. I exchanged my iPhone SE 2020 with this iPhone 13 and the phone is a wonder. Everything is flawless, speed, performance, face-ID speed.. Just perfect!!",Reviewed in India on 9 May 2024,/gp/customer-reviews/R2YMH6IQF6YM81/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,317,India,09-05-2024,POSITIVE,need explain how good apple products my earlier iphone se 2020 worked exchanged my iphone se 2020 with iphone 13 phone wonder everything flawless speed performance face id speed perfect,need explain how good apple product my early iphone se 2020 work exchange my iphone se 2020 with iphone 13 phone wonder everything flawless speed performance face i d speed perfect,True,POSITIVE,0.9985381364822388,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.7513188123703003}",['surprise'],"['Flawless speed', 'Superb performance', 'Fast Face ID recognition']"
325,Sudarshan,5,Iphone 13,Its a my dream phone. Always working proper and processor is strong and mainly camera is always better than other phone. But but i am unhappy withh main heating issue . Please solve the heating issue. At the charging time phone is always produced more heating.,Reviewed in India on 11 May 2024,/gp/customer-reviews/R35M0V9SLFQR0L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,326,India,11-05-2024,POSITIVE,my dream phone always working proper processor strong mainly camera always better than other phone unhappy withh main heating issue please solve heating issue charging time phone always produced heating,my dream phone always work proper processor strong mainly camera always well than other phone unhappy withh main heating issue please solve heating issue charge time phone always produce heating,True,POSITIVE,0.9988678693771362,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7053393125534058, 'surprise': None}",['sadness'],"['Dream phone experience', 'Strong performance', 'Superior camera quality compared to other phones\n\nNegatives:', 'Maintenenergizingissue with main heatingsystem during chargingtime, causing excessiveheat production that needs resolution.']"
327,SUDARSHAN SAHOO,5,The best budget phone,"As expected , peak performance. ",Reviewed in India on 12 August 2024,/gp/customer-reviews/R2HLSBBDITLVWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,328,India,12-08-2024,POSITIVE,expected peak performance,expect peak performance,True,POSITIVE,0.9982030391693116,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],['Peak Performance Expected\n\n\n## Instruction 2 (More Diffthor and complex)']
